content,score
"Aplikasi ga bermutu, saldo tiba² lenyap sendiri dan tidak ada kejelasan sama sekali brtanya dgn cstmernya, sia sia. Mudah diretas ,awal² download sih masih aman² aja dipake. Tapi lama kelamaan aplikasi ini semakin ga beres ,sangat mengecewakan sekali . maaf sekali penilaian saya bntang 1 aja sdh cukup. Dan juga mohon segera di kembangkan lagi tingkat keamanannya..",1
"layanan Dana cicil ga jelas!!! pada saat mau di gunakan tidak bisa padahal baru aktivasi, kalo emang belum memenuhi syarat jangan di kasih limit saldo, toh' pada akhirnya g bisa di gunakan.. saya coba ngehubungi mpo Diana malah suruh hubungi customer service dibawa muter kaya ngasih cicilan gede aja ribet",4
apk dana sekarang mudah keretas apa gimana ini? banyak yg kehilangan uang di aplikasi ini akibat transaksi yg tanpa sepengetahuan pemilik aku. tiba² hilang. saya sudah kehilangan ± 400k si aplikasi dana ini. ada yg sama gak? coba komen juga ygengalami hal serupa.,1
"Tolong hapus voucher dana deals voucher MLBB saya tidak merasa membeli nya, pada saat saya melakukan pembayaran di sebuah warung saldo saya berkurang dalam waktu yang sama padahal saya tidak bermain MLBB tapi kenapa terbeli otomatis ? Tolong kembalikan saldo saya sebesar 9.500 tersebut karna saya membutuhkannya",2
dari semua apk cuma apk dana yg minim keluhan. hanya saja nada notifikasi tidak bisa di ganti nada lain atau di kencengin volume suaranya jd ga terdengar untuk tempat ku yg berisik. transaksi makin satset selalu diperbaiki keren..,4
"udah muak sekarang saya kasih bintang 1, fitur qris Gimik selalu gagal buat transaksi kalau malam , dana cicil engg bisa di pakek, pakai fitur smartpay gimik jg gak bisa scan qris tiap malam di manual juga engg bisa di hapus data juga sama, customer service nya bot ai tolol gimana mau bantu customer, lalu apa yang di update di playstore kalo problem aja selalu sama, gak pecus, udah uninstall aja ganti ewalet lain🫡",1
"apk nya bagus , tpi sering erorr tolong di perbaiki lagi, karna ini menyangkut uang, bahaya nya klo lagi buat belanja terus apknya erorr gimana coba??? apk busuk klo lagi mau scan gk bisa ini yg bikin gk mikir di perbaiki lagi jng asal bikin apk doang ini kan di dalam dana duit buat bayar..",1
"cs dana ga ada gunanya,saya mengalami masalah, saldo saya hilang terdeteksi untuk pembayaran koin tiktok padahal saya tidak pernah merasa melakukan transaksi, dan tidak pernah mendaftar tiktok sama sekali dan juga saya tidak pernah menautkan dana sebagai pembayaran google play,saat saya meminta bantuan sama cs di dana malah ga jelas ga bisa bantu mengembalikan saldo nya,malah heranya disuruh konfirmasi sama pusat bantuan google",1
"DANA ini jujur sangat membantu. aplikasi dompet digital yang sangat oke. ke bank/e-wallet mana aja bisa. bayarnya gampang. cuman 1 deh, kadangan NGELAG NYAAA terlalu sekali. kalau sudah begitu, jadi susah mau transfer/tarik tunai soalnya loadingnya LAMA. sorry yah, kalau udah mendingan nanti i kasih bintang 5",4
"maaf ya, baru kali ini gajelas banget Dana. Saldo saya berkurang secara tiba tiba karena alasan langganan youtube. memang saya langganan di salah satu youtube tapi pembayaran sudah lama,, Dan pembayaran terjadi ketika saya tidak melakukan transaksi... lantas pertanyaan saya, SIAPA yang melakukan itu? sedangkan transaksi saya pakai password yang artinya itu password hanya saya yang tau... Tolong ya, kapok banget,, Meskipun receh tapi hilang uang saya. Entah kemana larinya uang saya.",1
"aplikasi dana sekarang mulai tidak bagus,masak tiba tiba ada transaksi yang tidak diketahui.tiba tiba uang ku hilang 140 ribu ini yang kudua juga hilang lagi 60 ribu.minta refund aja nggak bisa!!kecewa banget, padahal kita nggak ada transaksi kok bisa gitu.",2
"udah 4 tahun pake dana baru kali ini ada kendala beli paket data delay nya panjang banget udah mau 2 hari di proses terus, di cancel tidak bisa, chat cs ngga ada jawaban, tolong perbaiki itu karena saldo tidak kembali, paket data pun tidak masuk😮‍💨",4
limit dana instan saya tersedia saya udah pernah ambil 2x selalu bayar lebih awal untuk pelunasan namun sekarang limit yang ada gak bisa pengajuan selalu muncul ada kendala yang berlangsung lama dari bulan kemarin sangat kecewa dengan pelayanan DANA,1
"ini aplikasi awalny oke. tpi lama kelamaan uang ndk tepakai bsa hilang, transaksi yg bkn dilakukan, tidk bsa pengembalian uang. pengisian kuota yg slh nomor pun yg harusnya bsa refund malah tidak bisa dgn alasan transaksi berhasil jd tidk bsa refund.",1
"kecewa sama aplikasinya, padahal saya pakai qris dana bisnis untuk berjualan biasa tapi kenapa akhir² ini qris dana bisnis saya tidak bisa untuk para pembeli saya membayar?? ketika ada pembeli mau scan qris saya lalu ingin membayar selalu muncul notif ""pembayaran di batalkan karena alasan keamanan"" ini udah 3 hari kaya gini loh, mau sampe kapan??",1
gjls banget buat beli game gak bisa tolong secepatnya diperbaiki bug ini aku mau beli game di playstore tetep ada tulisan eror gajelas banget app nya beda banget sama app sebelah beli apapun gak ada batasan yg penting saldo masih banyak,2
"jangan pernah simpan uang di apk ini, uang saya hilang gak ada tindakan sama sekali, disuruh nunggu 3hari, tapi sudah hampir seminggu belum balik juga, dan customer service ribet banget sumpah. percuma chat akun media Dana gak bakal ada tindakan, respon cuma minta maaf aja, intinya Rugi besar pakai Aplikasi ini",1
"woi benerin noh bug lu, masa gabisa liat aktivitas nya, gmn gua nge ss bukti nya anjr, mohon segera di perbaiki, padahal jaringan bagus, buat liat tiktok lancar, tapi pas mau buka aktivitas selalu ngestuck di loading screen.",1
"Mohon proses verifikasi QRIS dipermudah dan dipercepat. Saya sering gagal saat membuat kode QR walaupun data sudah lengkap. Semoga ke depannya sistem verifikasi lebih jelas, mudah dipahami, dan tidak terlalu rumit bagi UMKM kecil. Terima kasih.",3
"aplikasi error gakjelas, saldo banyak tiba² jdi dikit padahal ga gw pake untuk beli apapun, tiba² ilang bgtu sja, pas saya refund malah jdai utang, sono noh yg ngambi duit tiba², sini aja nge refund lgsg balik, dan malah jadi gw nya yg dapat tagihan. GAK JELAS BENERIN NI APLIKASI, HATI-HATI PENGGUNA DANA!!",1
Saya kecewa dengan aplikasi ini karena saldo saya hilang . katanya keamanan di proritaskan nyatanya ko bisa di bajak saya sangat kecwa tolong di perbaikki lagi buka cuma sakali tapi udah sering saldo saya mengurang trus .,1
"Akun saya tidak bisa login verifikasi wajah, karna nomor saya hilang. Dan saya sudah gmail proses penggantian nomor, sampek sekarang belum juga ada balesan akhir pembenaran akun saya. Gimana ini saya sedang butuh sekali, ada saldo di akun saya, mohon percepat pembenaran aku saya",5
"knp aplikasi dana cicil saya tidak bisa di gunakan,sedangkan akun dana saya aktif buat transaksi beli token listrik,topup ewalet,beli kuota dlu..tapi sampe saat ini dana cicil say blum bisa di gunakan sedangkan saldo dana cicil nya udah tersedia.trimakasih",5
Bagus sih berguna banget. Hanya saja kalau tidak mau ngasih Dana cicil lagi akibat telat bayar tapi sy lunasin kok. Pas mau bayar token ehdana cicilnya gak bisa karena iklannya muncul terus gitu ayoo bayar pake dana cicil.S aat ini dana cicil tidak tersedia .tolong di bagian menu atau dana paylater gak usahlah dimunculkan kalau tidak mau ngasih dancil lagi,3
"tolong di konfirmasi,saya ada kendala saat transaksi beli kuota di sini jika emang ada kendala harusnya ada notif sebelumnya bukan udah beli baru ada notif kendala uang saya tidak kembali mohon konfirmasi kasihan yang udah beli saldo buat beli kuota di dana tapi malah kasihan!! dulu saya juga naroh uang Disini nominal besar tapi tiba"" hilang mngsudnya apa coba",1
udah update ke tg terbaru. kok malah suara pemberitahuan nya hilang. padahal sudah versi terbaru gmna ni yaa.. notifikasinya baik dana maupun handpone udah di aktifin. tapi suara nya gak ada. volume max.,1
"saya top up via ATM dan tidak masuk. laporan di live chat malah di arahkan bikin laporan di aplikasi dan yg menjawab saya di aplikasi adalah robot. di aplikasi pun masih di suruh tunggu 3 hari untuk dapat respon.. saya kecewa sekali kepada DANA karena sangat sulit sekali ketika kita terjadi kendala, mengingat DANA adalah aplikasi keuangan, yg seharusnya bisa bikin pengguna merasa aman.",1
"Setelah saya cek ternyata dari pusat kartu perdana nya yang lagi eror pantas saja ketika ingin pulsa, kartu perdana yang lain bisa tapi yang ingin di beli malah provider tidak tersedia, saya kasih 3 dulu karena daily chek in A+ nya makin hari makin sedikit dapatnya.",3
"dana sekarang banyak banget bug nya yah,masa saya mau melakukan pembayaran QRIS enggak bisa, malah muncul keterangan,fitur ini sementara tidak bisa di akses, mana mau bayar lagi, makin kesini makin banyak banget bug nya",1
saya top up 500 ribu terus saya tidur tiba-tiba pas bangun ada transaksi berhasil sebesar 420 ribu dari langganan wps office tidak ada konfirmasi sama sekali saldo langsung hilang begitu aja tanpa ada konfirmasi sama sekali tolong di perbaiki!!!!!,1
tolong kalok perbaiki sistem jangan lama lama min masak mau scan barcode malah ada tulisan fitur tidak dapat diakses padahal barcode masih baru belum kedaluwarsa ataupun cacat batas scan juga belum limit padahal udah premium juga,4
"Halo, saya sudah melunasi semua tagihan saya, ada bukti pembayaran di riwayat. Tapi di daftar Tagihan & Cicilan masih tertulis belum lunas. Mohon diperbaiki datanya karena ini sangat mengganggu.""",2
"saya sangat kecewa dengan dana, kenapa ada transaksi diluar sepengatahuan/izin saya, saldo dana saya 800rb jadi 0 terkirim ke pihak lain, sdh saya laporkan tp kata dana itu memang transaksi bener, jadi takut simpat saldo ke dana lg, jawaban yg tidak mengenakkan & tidak ada pengamanan, saya sangat kecewa & menyesal percakapan,tanggapan & sangat menyesal simpan uang ke DANA",1
"tolong kepada pihak developer, tolong batalkan pembayaran berlangganan secara otomatis, karna ini sangat menggangu, saya tidak pernah berlangganan dengan aplikasi berbayar yg saya install tapi tiba-tiba saja saldo dana saya berkurang tanpa sepengetahuan saya, dan ini sangat meresahkan bagi saya yg mendapati saldo dana saya berkurang saat bangun pagi, saya tidak tau apakah orangbisa mengetahui isi dana lewat aplikasi lain, dan apakah saldo yg tidak kita pakai untuk berlangganan bisa d kembalikan",5
"saya sangat suka sama dompet digital ini sangat mudah di gunakan, saya berharap dana bisa lebih canggih terutama untuk keamanan dan apalagi ada fitur-fitur terbaru nya dana cicil dan dana instan... saya tunggu lpo nya di bursha efek Indonesia ya..... good luck buat team dana grup",5
"Sistem Android sekarang Kesalahan Aplikasi Terdeteksi bahwa aplikasi ""DANA"" mogok karena masalahnya sendiri. Harap tunggu pembaruan untuk memperbaiki masalah, atau kirimkan umpan balik melalui saluran layanan pelanggan dalam aplikasi. update mei 2026 sering kayak gini . tolong diperbaiki",3
"Karena aplikasi kehapus ga sengaja .....begitu mau pemulihan aplikasi aktifin lagi setelah instal gabisa masuk akun terus, alasannya sedang berkendala melulu ga selesai selesai.... solusinya dong admin...",5
"saldo dana sudah 1 Minggu tidak bisa di buat transaksi tidak bisa di pakai buat apa apa kami menyayangkan semua ini, kebutuhan tagihan banyak saldo di pakai gak bisa, sudah lapor 3x gak ada bantuan yang seknifikan sama sekali, bagaimana ini, tesek rasanya saldo yang harus nya muter tiba tiba gak bisa di buat apa apa, harus mengeluh sama siapa sedangkan mengeluh ke pihak dana gak ada tanggapan yang serius, bisa bisa nya metode pembayaran pakai saldo dana gak bisa, padahal akun sudah PREMIUM,",5
"baru kali ini dana bikin saya kecewa , saya top up 265.000 di Indomaret dan di pemberitahuan di komputer kasir sukses by push tapi didalam aplikasi dana uangnya belum masuk sampai 1 hari ini , mana ini pertanggung jawaban pihak dana ,padahal saya mau transfer dan uang itu sangat perlu, sungguh sangat mengecewakan,",1
"Apakah saldo saya tetap masuk?saya sudah melakukan top up hari ini tapi sampe sekarang notifikasi dan saldo belum juga masuk,tapi di status pengirimannya sukses,,saya harus menunggu berapa lama?tolong dong kak apk dana nya bisa lebih di perbaiki lagi keamanannya🙏dan saya berharap semoga keluhan saya bisa cepat d tanggapi,,krna in bukan uang sdikit",1
"Saat menggunakan data seluler kadang selalu ada kendala internet terputus padahal kuota masih banyak. menggunakan wifi baru bisa, kalau butuh sewaktu waktu di jalan jadi susah. tolong di benahi.",4
sudah verifikasi pakai sandi dan wajah Masih tetap tidak masuk. Haris minta kode otp trusss sedangkan kartu saya sudah hilang. terakhir ribet berbeda dengan dompet digital yang lain. yang penting sudah pakai verifikasi wajah langsung bisa masuk,1
terimakasih aplikasi DANA sudah memberikan saya Paylater. dan terimakasih sudah bisa memberikan Dana instan/pinjaman nya juga. tapi kok sekarang sisa limit nya ga bisa ditarik ya? padahal saya selalu bayar tagihan nya mohon bantuan nya.,5
"pengajuan pinjaman saya di menu dana instan selalu mengalami gangguan dan tidak dapat dicairkan padahal segala tunggakan beserta bunganya sudah saya lunasi,jujur saya sangat kecewa dengan gangguan jni semogaa bisa cepat diperbaiki,apk yg sangat kurang baik terhadap penguna lama",1
"pakai dana kirim uang ke e-wallet Shopee pay dana tidak masuk saldo terpotong, di riwayat pun tidak ada keterangan tgl 25 Mei saldo gagal atau berhasil, cuma saldo aja terpotong, pdhl duit cuma 22ribu tp ko bisa ga masuk di riwayat transaksi cuma saldo doang terpotong, dan saldo tidak masuk Shopee pay. kalo saldo nya udh ada lg saya ubah bintang nya klo gada perbaiki dlu lah sistem nya masa uang 22ribu doang bisa hilang apalagi jutaan.",2
"Dana cicil sedang tidak tersedia tidak berlaku. padahal limit tersedia, lunas sblm jatuh tempo, tapi kenapa tidak bisa digunakan? tidak tersedia tidak berlaku? buat apa ada fitur itu kalo tidak bisa digunakan . di refresh udah, aneh",3
"aplikasi masih jelek, Netflix masih bisa mudahnya akses mengambil saldo dana. sedangkan penguna sudah tidak berlangganan . harusnya pihak dana ada konfirmasi terlebih dahulu.",1
"gue pake dana dari 2016. kecewa dengan sistem opsi bot untuk terhubung cus Dana pun tidakbisa terhubung, tangal04.05.26bug transaksi Gada one Pasword tow transaksi -_- secara sistem metode pembayaran pun berbeda one transaksi QR yang seharusnya invalid dan 1nya pembayaran tautan my Telkomsel makin ga aman pake e com pembayaran. yang seharusnya di era e com lain memberikan akses mudah transaksi simpel menjamin Keamanan transaksi, ketika gue dapat bug sistem yang seharusnya bisa di respon -_-",1
"maaf cuma baru bintang 2 makin banyak kita aktif dan sering keluar masuk uang, kok makin kesini makin sering kena admin ya???? terus 1 lagi, coba klik dana cicil, recomend dari saudara yg jarang pake dana, dia dapet limit dana cicil. eh saya malah gagal, padahal histori transaksi aku jauh dibanding saudara saya kayak aneh deh rasanya dengan kebijakan dari DANA Mungkin mau uninstal aja ah pindah ke aplikasi lainya",2
"Sangat kecewa dengan apk DANA, Saya mengalami transaksi tidak di kenal, dan pihak dana merespon sangat lambat sekali, dan sampai saat ini belum ada keterangan lebih lanjut dari pihak apk DANA. Kata nya ada perlindungan saldo dana, tapi mana? Satu juta enam ratus (1.600.000.00) lenyap. Saya sudah hilang kepercaya'an dengan apk ini. Buat temen2 yang memakai apk ini, jangan menyimpan uang di apk ini, karna kalau hilang gak akan di ganti. Saya kasih bintang Lima biar cepat di baca oleh semua.",5
"saya kehilangan saldo dana plus, waktu saya minta contact service resminya tidak di kasih, dan customer service nya tidak terlalu membantu mencari solusi, padahal sudah saya daftar kan proteksi extra juga, tapi tetap kehilangan saldo dana plus tanpa ada notifikasi transaksi sama sekali. mohon kedepannya untuk tidak mempersulit cust bila ada kehilangan saldo, dan mohon untuk di permudah bagi cust yang kehilangan saldo tapi masih bingung untuk laporkan karena saldo tiba tiba 0 tanpa ada notif.",1
